"name", "artist", "popularity", "genres", "danceability", "energy", "key","loudness", "mode", "speechiness", "acousticness", "instrumentalness","liveness", "valence", "tempo"
"One, Two, Three",Broederliefde,55,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.48,0.659,2,-7.464,1,0.127,0.218,1.01e-05,0.184,0.372,91.155
Juppig,ChildsPlay,61,"['basshall', 'dutch hip hop', 'dutch pop', 'dutch urban']",0.887,0.664,7,-5.795,1,0.16,0.112,4.64e-06,0.116,0.421,101.015
Comfort Zone,Jonna Fraser,62,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.643,0.701,10,-5.074,0,0.271,0.0585,0,0.104,0.671,94.54
Trouw Haar,Souff,43,"['dutch urban', 'rif']",0.853,0.91,11,-3.91,0,0.0548,0.502,0,0.086,0.78,101.501
Waggie,Zack Ink,53,"['dutch hip hop', 'dutch trap', 'dutch urban']",0.751,0.607,1,-7.544,0,0.253,0.294,2.55e-05,0.0987,0.604,89.821
Ze Huilt Maar Ze Lacht,Maan,73,"['dutch pop', 'dutch rock']",0.56,0.36,8,-13.116,1,0.0336,0.853,9.92e-06,0.112,0.178,78.08
Stil In Mij (Verspijkerd),Josylvio,71,"['dutch hip hop', 'dutch pop']",0.78,0.653,6,-7.644,1,0.0695,0.0499,0.000205,0.141,0.465,110.01
Miyek,ICE,54,"['dutch hip hop', 'dutch urban', 'rif']",0.719,0.566,9,-8.736,0,0.0898,0.592,0,0.148,0.526,119.933
F.I.L. (feat. Idaly),Jack,52,"['dutch hip hop', 'dutch urban']",0.493,0.501,3,-9.766,0,0.275,0.245,0,0.114,0.653,90.685
I Got You (feat. Bryan Mg),Zefanio,57,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.779,0.528,0,-4.513,1,0.0447,0.195,0.000251,0.281,0.643,95.007
Ik Mis Je,Architrackz,53,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.679,0.568,11,-7.564,0,0.106,0.4,3.59e-05,0.0732,0.712,188.066
Mami So Bad,Frenna,69,"['dutch hip hop', 'dutch pop']",0.864,0.612,10,-3.785,0,0.0472,0.000742,0.203,0.0656,0.604,107.99
One Shot - feat. Architrackz,Hansie,54,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.638,0.757,6,-5.166,0,0.0816,0.287,0.000338,0.109,0.737,177.938
Niet Gelukkig,KNALLER,58,"['dutch drill', 'dutch hip hop', 'dutch trap']",0.766,0.607,5,-7.056,1,0.157,0.289,0.0072,0.136,0.419,156.029
Kloppen (feat. Kevcody),Mpes,48,"['dutch r&b', 'dutch urban']",0.86,0.533,2,-9.449,1,0.0961,0.0817,0.00883,0.101,0.545,97.005
Amsterdam,KA,66,['dutch hip hop'],0.669,0.729,11,-5.42,0,0.349,0.416,0,0.0875,0.52,91.203
Digits,Blow,55,"['dutch hip hop', 'dutch urban']",0.728,0.659,8,-5.641,0,0.299,0.0754,0.00397,0.0789,0.335,148.199
Chale (feat. Chip Charlez),Numidia,59,"['dutch urban', 'rif']",0.71,0.78,6,-4.861,1,0.111,0.0765,0,0.257,0.578,119.978
Verslavend,Dylisa,58,"['dutch pop', 'dutch urban']",0.719,0.641,5,-5.2,0,0.078,0.19,9.94e-06,0.344,0.37,90.113
I’m in the Ghetto,Figo Gang,64,"['dutch hip hop', 'dutch urban']",0.719,0.842,11,-4.481,0,0.173,0.17,8.65e-05,0.235,0.903,144.102
Zij weet het - Studio Versie,Tino Martin,66,['dutch pop'],0.691,0.55,2,-8.318,0,0.0272,0.15,0,0.461,0.338,94.996
Uncharted,Kensington,62,"['dutch indie rock', 'dutch pop', 'dutch rock']",0.594,0.527,10,-6.805,1,0.0308,0.14,0,0.294,0.226,138.956
Nacht,Kraantje Pappie,67,"['dutch hip hop', 'dutch pop']",0.753,0.843,7,-3.434,1,0.329,0.339,0,0.11,0.339,138.005
Zwaar,Aniss,58,"['dutch drill', 'dutch hip hop']",0.865,0.587,10,-7.263,0,0.222,0.414,0,0.129,0.526,97.995
Ze Kent Mij,Snelle,73,"['dutch hip hop', 'dutch pop']",0.547,0.464,2,-8.518,1,0.0735,0.492,3.66e-05,0.0898,0.356,103.094
Zelfdefensie,Ares,57,['dutch hip hop'],0.824,0.452,8,-14.448,0,0.243,0.712,0,0.151,0.515,93.527
Bando Baby,Sevn Alias,56,['dutch hip hop'],0.841,0.748,1,-4.449,0,0.136,0.212,0.000123,0.333,0.482,100.015
Phantom Of The Opera,Floor Jansen,55,['dutch pop'],0.471,0.869,0,-6.136,0,0.0473,0.00251,2.41e-05,0.246,0.271,131.956
Money II,Anu-D,45,"['dutch hip hop', 'dutch urban']",0.736,0.668,10,-7.952,0,0.324,0.0358,0,0.086,0.48,108.019
No Hook II,ADF Samski,59,['dutch hip hop'],0.747,0.513,4,-7.764,1,0.438,0.133,5.14e-05,0.101,0.301,184.011
Love Don’t Hate It,Duncan Laurence,68,['dutch pop'],0.561,0.564,7,-9.268,0,0.0548,0.154,0,0.114,0.473,83.965
Meisje,LA$$A,58,"['dutch hip hop', 'dutch urban']",0.926,0.587,6,-6.137,0,0.241,0.0109,0.00108,0.0653,0.853,108.104
We Zetten Herres,Bryan Mg,60,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.712,0.717,2,-4.992,0,0.393,0.253,7.56e-05,0.0997,0.723,195.906
Ai,Tabitha,64,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.837,0.726,0,-5.938,1,0.0516,0.241,0,0.0702,0.823,93.017
Speling,DJ DYLVN,59,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.868,0.568,7,-4.434,0,0.0822,0.0267,0,0.0741,0.682,97.931
Badman,Chavanté,54,['dutch urban'],0.7,0.544,7,-7.965,1,0.157,0.0456,0.000252,0.0717,0.491,107.809
Roller Coaster,Danny Vera,70,"['dutch americana', 'dutch indie', 'dutch pop', 'dutch rock', 'dutch singer-songwriter', 'nederpop']",0.4,0.383,9,-10.048,1,0.0279,0.51,0.00763,0.121,0.285,96.944
BON VIBES,Chip Charlez,63,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.727,0.698,1,-5.613,1,0.127,0.125,0,0.153,0.663,105.286
Het Land van Vriendschap,Lange Frans & Baas B,60,['dutch hip hop'],0.537,0.521,6,-8.075,0,0.0667,0.69,0,0.137,0.714,76.985
DomDoen,Henkie T,65,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.806,0.69,3,-7.74,0,0.123,0.0939,0,0.0768,0.83,100.111
Hallelujah,Davina Michelle,46,"['dutch pop', 'dutch rock']",0.336,0.316,3,-4.893,0,0.0314,0.804,0,0.108,0.251,161.699
24/7 Remix,Rasskulz,60,"['dutch hip hop', 'dutch trap']",0.713,0.576,7,-6.226,1,0.381,0.0223,0.0139,0.365,0.598,202.076
24/7,Saffehbeats,61,['dutch urban'],0.785,0.605,6,-6.332,0,0.332,0.0363,0.0298,0.32,0.567,202.115
De Missie,Kalvijn,56,"['dutch hip hop', 'dutch pop']",0.657,0.897,2,-3.291,1,0.171,0.0299,0,0.196,0.475,168.014
Trouble,Chef'Special,59,"['dutch indie', 'dutch pop', 'dutch rock', 'folk-pop']",0.737,0.668,11,-6.385,0,0.21,0.0263,0,0.0927,0.544,98.979
3chiri (feat. 3robi & DJEZJA),SRNO,64,['dutch urban'],0.816,0.529,2,-9.276,1,0.103,0.0254,0.00078,0.304,0.29,120.013
Damage,Dv,56,"['dutch drill', 'dutch hip hop']",0.859,0.373,1,-16.654,1,0.466,0.0789,0,0.264,0.685,158.981
Blijf Bij Mij,Djaga Djaga,53,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.858,0.524,11,-8.089,1,0.063,0.226,5.21e-05,0.0904,0.534,113.046
Wat Is Je Naam,Yxng Le,69,['dutch urban'],0.626,0.735,1,-7.13,1,0.0888,0.0203,0,0.162,0.763,199.799
GLE63S,Mula B,59,"['dutch hip hop', 'dutch urban']",0.748,0.726,6,-4.807,0,0.038,0.12,1.22e-05,0.0943,0.554,135.007
Een Kans,Soufiane Eddyani,56,"['belgian hip hop', 'dutch hip hop', 'dutch urban']",0.673,0.547,11,-8.429,0,0.118,0.448,0,0.129,0.653,100.288
Memories,Boef,71,['dutch hip hop'],0.837,0.766,6,-5.723,0,0.272,0.6,0,0.119,0.666,110.033
Sterrenstof,De Jeugd Van Tegenwoordig,61,"['dutch hip hop', 'dutch indie', 'dutch pop', 'dutch rock']",0.714,0.79,5,-3.757,0,0.109,0.317,1.27e-05,0.198,0.904,97.012
Shooter,Qlas,64,"['dutch hip hop', 'dutch urban']",0.81,0.597,0,-10.309,1,0.407,0.327,2.77e-06,0.112,0.266,143.127
Accepteren,Lijpe,47,['dutch hip hop'],0.561,0.715,10,-5.31,0,0.237,0.00103,0,0.184,0.0981,98.224
POSITIE,Caza,64,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.793,0.875,6,-6.872,1,0.124,0.0117,2.01e-06,0.0757,0.808,103.022
Spanning (feat. JayMoreLife),Young Ellens,62,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.85,0.577,1,-7.851,0,0.14,0.387,0,0.096,0.561,120.024
Mijn Schuld,Bokoesam,58,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.886,0.792,9,-6.453,1,0.0917,0.107,0,0.271,0.789,89.978
Oceaan,Racoon,62,"['dutch indie', 'dutch pop', 'dutch rock']",0.468,0.335,9,-7.888,1,0.0405,0.86,0,0.11,0.239,125.881
Search & Destroy,Hyena,43,"['dutch drill', 'dutch hip hop', 'dutch urban']",0.854,0.676,3,-5.938,0,0.245,0.412,1.79e-06,0.101,0.501,143.999
Thank You - Original,Jesus Fellowship,45,"['christelijk', 'world worship']",0.733,0.164,9,-12.516,0,0.0328,0.981,3.75e-06,0.0946,0.418,110.001
Kleine Jongen,Andre Hazes,61,"['dutch pop', 'dutch rock', 'levenslied', 'nederpop']",0.563,0.74,9,-4.755,1,0.0313,0.0244,0,0.112,0.503,91.206
Mooie Blauwe Ogen,Django Wagner,55,"['carnaval', 'levenslied']",0.702,0.845,0,-3.466,1,0.083,0.306,0,0.0202,0.924,97.528
Cose Della Vita,Samantha Steenwijk,45,"['dutch pop', 'levenslied']",0.678,0.729,6,-8.359,0,0.0343,0.0804,0.000483,0.484,0.615,95.006
Omhoog,Esko,64,"['dutch hip hop', 'dutch urban']",0.695,0.755,5,-6.268,0,0.242,0.0218,0,0.159,0.73,93.896
Dinero,3robi,64,['dutch hip hop'],0.864,0.642,10,-8.051,0,0.0626,0.0929,0,0.106,0.88,126.979
Dichterbij,Madina,54,"['dutch hip hop', 'dutch pop', 'dutch urban', 'rif']",0.78,0.673,0,-7.141,1,0.0417,0.233,0.000114,0.153,0.84,93.0
Geen Controle,Jirraiya,41,['dutch urban'],0.563,0.677,4,-7.999,0,0.161,0.073,0,0.36,0.396,199.725
Treur Niet (Ode Aan Het Leven),Diggy Dex,60,"['dutch hip hop', 'dutch pop', 'dutch rock']",0.684,0.717,6,-8.561,0,0.0638,0.202,0,0.127,0.571,97.993
Meli Meli (feat. Ronnie Flex),Ali B,59,"['dutch hip hop', 'dutch pop', 'dutch rock']",0.774,0.719,0,-5.428,0,0.135,0.0244,1.6e-05,0.0738,0.576,104.917
Ella,Sky Rompiendo,58,[],0.846,0.807,10,-2.329,0,0.105,0.00914,0.144,0.0779,0.442,104.983
Voor Wie,Paul Sinha,54,['dutch pop'],0.764,0.402,4,-6.584,1,0.0349,0.385,0,0.195,0.463,94.006
'k Heb Je Lief,Paul de Leeuw,54,"['dutch cabaret', 'dutch pop', 'dutch rock', 'nederpop']",0.525,0.37,11,-12.321,1,0.0355,0.728,0,0.0874,0.215,135.502
Deze Is Voor Mij,Suzan & Freek,58,"['dutch pop', 'dutch rock']",0.781,0.679,2,-6.418,1,0.029,0.202,0,0.0959,0.781,109.979
Ballin',Equalz,46,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.754,0.653,9,-6.102,0,0.227,0.0585,0,0.0689,0.659,96.726
