"name", "artist", "popularity", "genres", "danceability", "energy", "key","loudness", "mode", "speechiness", "acousticness", "instrumentalness","liveness", "valence", "tempo"
Ups & Downs,Roxy Rosa,52,['dutch urban'],0.52,0.669,7,-6.464,0,0.0967,0.516,0,0.106,0.469,84.864
5713,Dv,56,"['dutch drill', 'dutch hip hop']",0.571,0.535,1,-14.018,1,0.545,0.209,0,0.15,0.612,82.538
Waarom,Bryce,53,[],0.637,0.637,1,-4.029,1,0.259,0.323,0,0.159,0.75,83.039
Papito,Mula B,60,"['dutch hip hop', 'dutch urban']",0.734,0.544,6,-10.052,0,0.447,0.0872,1.6e-06,0.3,0.35,187.97
Duurt Te Lang,Davina Michelle,67,"['dutch pop', 'dutch rock']",0.638,0.444,7,-14.221,1,0.196,0.127,0,0.0905,0.151,173.707
One By One,Aliyah,54,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.784,0.669,2,-4.771,0,0.0445,0.0247,0,0.132,0.372,96.025
Pasapas,Kinderen Voor Kinderen,49,"[""children's choir""]",0.792,0.856,6,-5.147,1,0.0711,0.0558,0.00245,0.351,0.748,130.058
GUAP (feat. Dopebwoy),Boef,64,['dutch hip hop'],0.704,0.716,5,-6.202,1,0.327,0.259,3.08e-06,0.0804,0.901,119.819
Bustdown,DODO,57,['dutch hip hop'],0.806,0.804,1,-6.02,1,0.209,0.378,0,0.23,0.693,140.944
Oceaan,Racoon,62,"['dutch indie', 'dutch pop', 'dutch rock']",0.468,0.335,9,-7.888,1,0.0405,0.86,0,0.11,0.239,125.881
Pull Up,Dyna,53,"['dutch pop', 'dutch urban', 'surinamese pop']",0.937,0.725,1,-5.539,1,0.101,0.147,1.06e-06,0.145,0.939,119.998
POSITIE,Caza,64,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.793,0.875,6,-6.872,1,0.124,0.0117,2.01e-06,0.0757,0.808,103.022
Love Don’t Hate It,Duncan Laurence,68,['dutch pop'],0.561,0.564,7,-9.268,0,0.0548,0.154,0,0.114,0.473,83.965
Alleen Wij (feat. Famke Louise),Numidia,57,"['dutch urban', 'rif']",0.705,0.84,3,-4.96,0,0.0546,0.104,0,0.13,0.887,93.983
Blauwe Dag,Suzan & Freek,61,"['dutch pop', 'dutch rock']",0.704,0.571,11,-7.319,1,0.0463,0.245,0,0.299,0.494,98.007
Me I Luv,Priceless,59,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.919,0.544,6,-4.244,0,0.0901,0.0128,0.0013,0.101,0.603,103.019
Meisje,LA$$A,58,"['dutch hip hop', 'dutch urban']",0.926,0.587,6,-6.137,0,0.241,0.0109,0.00108,0.0653,0.853,108.104
Zeg Ja,Vic9,58,"['dutch hip hop', 'dutch trap', 'dutch urban']",0.879,0.531,8,-7.699,0,0.159,0.0741,1.12e-06,0.121,0.676,99.03
Non Verbaal,F1rstman,59,"['basshall', 'desi pop', 'dutch hip hop', 'dutch pop', 'dutch urban']",0.572,0.532,8,-8.668,1,0.366,0.55,0,0.415,0.698,133.339
Tranen In De Studio,Philly Moré,59,"['dutch hip hop', 'dutch urban']",0.448,0.639,0,-7.578,1,0.179,0.476,0,0.178,0.358,168.738
Sorry,Kensington,62,"['dutch indie rock', 'dutch pop', 'dutch rock']",0.461,0.409,4,-8.479,0,0.0315,0.502,0,0.0979,0.0895,133.956
Niet Gelukkig,KNALLER,58,"['dutch drill', 'dutch hip hop', 'dutch trap']",0.766,0.607,5,-7.056,1,0.157,0.289,0.0072,0.136,0.419,156.029
LIT,SBMG,56,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.913,0.772,7,-8.009,1,0.363,0.0166,0,0.251,0.681,100.076
Zij weet het - Studio Versie,Tino Martin,66,['dutch pop'],0.691,0.55,2,-8.318,0,0.0272,0.15,0,0.461,0.338,94.996
"Miljonair (feat. SBMG, Lil' Kleine, Boef & Ronnie Flex)",$hirak,60,['dutch hip hop'],0.704,0.658,7,-5.534,0,0.162,0.579,0,0.305,0.715,125.186
Fake Love,Delany,57,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.737,0.631,0,-6.976,1,0.0546,0.0334,0.64,0.139,0.666,100.006
Panamera,Ashafar,62,['dutch hip hop'],0.88,0.712,1,-6.168,1,0.161,0.0732,0.000184,0.0881,0.741,130.075
Omlaag,Gio,55,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.772,0.925,10,-3.297,1,0.0442,0.0182,3.92e-05,0.286,0.742,105.226
Back To You,Hannah Mae,60,['dutch pop'],0.588,0.5,11,-7.388,1,0.0256,0.746,0,0.11,0.323,95.964
Boussa,Dystinct,65,"['belgian hip hop', 'dutch hip hop', 'dutch urban', 'moroccan pop']",0.615,0.466,5,-6.663,0,0.0873,0.0298,2.57e-05,0.0809,0.75,113.84
Ik Probeer Het,Hef,58,['dutch hip hop'],0.884,0.617,0,-5.184,1,0.27,0.0536,1.07e-05,0.103,0.545,94.007
3asses,Nass,56,['dutch hip hop'],0.822,0.799,9,-6.602,0,0.255,0.1,0,0.0685,0.774,170.092
Talking Without Words,Alain Clark,55,"['dutch pop', 'dutch rock']",0.67,0.182,6,-14.082,1,0.0459,0.499,0.000578,0.1,0.27,128.805
Moment,Kris Kross Amsterdam,66,"['dutch house', 'dutch pop', 'tropical house']",0.671,0.874,7,-4.865,0,0.0637,0.329,0,0.21,0.754,100.032
Boing Boing,Lauwtje,55,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.765,0.821,0,-4.256,1,0.383,0.157,0,0.0636,0.809,199.728
IJskoud,Nielson,65,"['dutch pop', 'dutch rock']",0.668,0.73,7,-6.573,1,0.0476,0.0434,0.0109,0.368,0.146,98.024
Forever,Mell & Vintage Future,39,"['dutch pop', 'dutch r&b']",0.613,0.239,3,-10.939,1,0.0337,0.668,1.5e-06,0.1,0.291,143.965
I Got You (feat. Bryan Mg),Zefanio,57,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.779,0.528,0,-4.513,1,0.0447,0.195,0.000251,0.281,0.643,95.007
Tis Oke Mop,ChildsPlay,62,"['basshall', 'dutch hip hop', 'dutch pop', 'dutch urban']",0.877,0.732,8,-5.937,1,0.273,0.24,0,0.116,0.482,101.037
Betasten,Team Rush Hour,59,"['basshall', 'dutch hip hop', 'dutch pop', 'dutch urban', 'moombahton']",0.836,0.72,6,-3.821,1,0.0742,0.339,0,0.114,0.726,104.979
Went For A While,Ilse DeLange,42,"['dutch americana', 'dutch indie', 'dutch pop', 'dutch rock', 'nederpop']",0.566,0.249,2,-14.123,1,0.0297,0.85,0.172,0.112,0.306,146.705
De Pijp,73,56,['dutch drill'],0.886,0.581,5,-7.65,0,0.366,0.585,0,0.098,0.582,148.1
Nacht,Kraantje Pappie,67,"['dutch hip hop', 'dutch pop']",0.753,0.843,7,-3.434,1,0.329,0.339,0,0.11,0.339,138.005
Amsterdam,KA,66,['dutch hip hop'],0.669,0.729,11,-5.42,0,0.349,0.416,0,0.0875,0.52,91.203
Ai,Tabitha,64,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.837,0.726,0,-5.938,1,0.0516,0.241,0,0.0702,0.823,93.017
Digits,Blow,55,"['dutch hip hop', 'dutch urban']",0.728,0.659,8,-5.641,0,0.299,0.0754,0.00397,0.0789,0.335,148.199
Baby Momma,Yung Felix,56,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.876,0.707,0,-6.209,0,0.0637,0.0377,0.000149,0.118,0.375,100.028
Khoya (feat. Lange),ICE,55,"['dutch hip hop', 'dutch urban', 'rif']",0.85,0.569,9,-9.64,0,0.129,0.229,0,0.173,0.6,105.031
Dichterbij Je,Lil Kleine,62,"['dutch hip hop', 'dutch pop']",0.806,0.519,5,-9.175,0,0.117,0.0723,0,0.0722,0.591,100.075
Kleine Jongen,Andre Hazes,61,"['dutch pop', 'dutch rock', 'levenslied', 'nederpop']",0.563,0.74,9,-4.755,1,0.0313,0.0244,0,0.112,0.503,91.206
Parkeerplaats,Jermaine Niffer,55,"['dutch hip hop', 'dutch urban']",0.437,0.778,2,-8.109,1,0.639,0.489,0,0.331,0.612,78.324
Treur Niet (Ode Aan Het Leven),Diggy Dex,60,"['dutch hip hop', 'dutch pop', 'dutch rock']",0.684,0.717,6,-8.561,0,0.0638,0.202,0,0.127,0.571,97.993
Mamacita,Leafs,53,"['dutch hip hop', 'dutch urban']",0.671,0.515,10,-8.698,0,0.0894,0.051,0,0.0957,0.571,160.092
Het Regent Zonnestralen,Acda en de Munnik,55,"['dutch cabaret', 'dutch indie', 'dutch pop', 'dutch rock']",0.624,0.628,7,-9.846,1,0.0303,0.434,0,0.179,0.783,108.102
Walking On A Wire,Tim Dawn,55,['dutch pop'],0.49,0.699,8,-9.628,0,0.0329,0.265,8.76e-06,0.0725,0.419,101.001
The Way You Take Time,Joe Buck,60,[],0.637,0.608,7,-7.665,1,0.0331,0.18,0,0.223,0.391,103.05
Lekker He,Poke,56,"['dutch hip hop', 'dutch pop', 'dutch urban']",0.805,0.714,1,-4.924,1,0.226,0.0421,3.79e-05,0.399,0.444,100.176
I'm Not In Love - Edit,Monique Klemann,52,[],0.58,0.55,4,-11.48,1,0.03,0.553,0.303,0.377,0.465,137.993
